tenant_key,platform_name,platform_type,hosting_model,data_center_or_region,technology_stack,operational_owner,criticality,lifecycle_state,capacity_or_scale,constraints,future_target_flag,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status
skyharbor-air,IBM-0013,IBM Z mainframe LPAR,PR/SM,DC-West (DR),IBM z16,,,current,large,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,14,IBM-0013,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0014,IBM Z mainframe LPAR,PR/SM,DC-West (DR),IBM z16,,,current,medium,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,15,IBM-0014,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0015,IBM Z mainframe LPAR,PR/SM,DC-West (DR),IBM z16,,,current,large,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,16,IBM-0015,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0016,IBM Z mainframe LPAR,PR/SM,DC-West (DR),IBM z16,,,current,xlarge,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,17,IBM-0016,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0017,IBM Z mainframe LPAR,PR/SM,DC-East (primary),IBM z16,,,aging,large,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,18,IBM-0017,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0018,IBM Z mainframe LPAR,PR/SM,DC-East (primary),IBM z16,,,aging,xlarge,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,19,IBM-0018,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0019,IBM Z mainframe LPAR,PR/SM,Colo-Hub-A,IBM z16,,,current,large,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,20,IBM-0019,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0020,IBM Z mainframe LPAR,PR/SM,DC-West (DR),IBM z16,,,aging,small,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,21,IBM-0020,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0021,IBM Z mainframe LPAR,PR/SM,Colo-Hub-A,IBM z16,,,current,large,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,22,IBM-0021,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0022,IBM Z mainframe LPAR,PR/SM,Colo-Hub-A,IBM z16,,,current,xlarge,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,23,IBM-0022,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0023,IBM Z mainframe LPAR,PR/SM,Colo-Hub-A,IBM z16,,,current,medium,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,24,IBM-0023,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0024,IBM Z mainframe LPAR,PR/SM,DC-West (DR),IBM z16,,,aging,small,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,25,IBM-0024,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0025,IBM Z mainframe LPAR,PR/SM,DC-West (DR),IBM z16,,,current,large,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,26,IBM-0025,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0026,IBM Z mainframe LPAR,PR/SM,DC-West (DR),IBM z16,,,aging,large,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,27,IBM-0026,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0027,IBM Z mainframe LPAR,PR/SM,DC-West (DR),IBM z16,,,current,medium,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,28,IBM-0027,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0028,IBM Z mainframe LPAR,PR/SM,DC-East (primary),IBM z16,,,current,xlarge,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,29,IBM-0028,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0029,IBM Z mainframe LPAR,PR/SM,Colo-Hub-A,IBM z16,,,current,medium,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,30,IBM-0029,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0030,IBM Z mainframe LPAR,PR/SM,Colo-Hub-A,IBM z16,,,current,small,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,31,IBM-0030,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0031,IBM Z mainframe LPAR,PR/SM,Colo-Hub-A,IBM z16,,,current,large,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,32,IBM-0031,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0032,IBM Z mainframe LPAR,PR/SM,DC-West (DR),IBM z16,,,aging,large,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,33,IBM-0032,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0033,IBM Z mainframe LPAR,PR/SM,Colo-Hub-A,IBM z16,,,aging,small,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,34,IBM-0033,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0034,IBM Z mainframe LPAR,PR/SM,DC-West (DR),IBM z16,,,aging,medium,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,35,IBM-0034,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0035,IBM Z mainframe LPAR,PR/SM,DC-West (DR),IBM z16,,,aging,small,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,36,IBM-0035,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0036,IBM Z mainframe LPAR,PR/SM,DC-East (primary),IBM z16,,,current,medium,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,37,IBM-0036,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0037,IBM Z mainframe LPAR,PR/SM,DC-East (primary),IBM z16,,,current,large,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,38,IBM-0037,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0038,IBM Z mainframe LPAR,PR/SM,DC-East (primary),IBM z16,,,current,xlarge,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,39,IBM-0038,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0039,IBM Z mainframe LPAR,PR/SM,Colo-Hub-A,IBM z16,,,current,small,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,40,IBM-0039,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0040,IBM Z mainframe LPAR,PR/SM,DC-East (primary),IBM z16,,,aging,large,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,41,IBM-0040,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0041,IBM Z mainframe LPAR,PR/SM,Colo-Hub-A,IBM z16,,,aging,medium,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,42,IBM-0041,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0042,IBM Z mainframe LPAR,PR/SM,DC-East (primary),IBM z16,,,aging,small,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,43,IBM-0042,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0043,IBM Z mainframe LPAR,PR/SM,DC-West (DR),IBM z16,,,current,large,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,44,IBM-0043,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0044,IBM Z mainframe LPAR,PR/SM,DC-East (primary),IBM z16,,,current,large,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,45,IBM-0044,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0045,IBM Z mainframe LPAR,PR/SM,DC-East (primary),IBM z16,,,current,medium,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,46,IBM-0045,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0046,IBM Z mainframe LPAR,PR/SM,DC-West (DR),IBM z16,,,aging,medium,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,47,IBM-0046,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0047,IBM Z mainframe LPAR,PR/SM,DC-East (primary),IBM z16,,,aging,medium,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,48,IBM-0047,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0048,IBM Z mainframe LPAR,PR/SM,DC-West (DR),IBM z16,,,current,medium,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,49,IBM-0048,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0049,IBM Z mainframe LPAR,PR/SM,Colo-Hub-A,IBM z16,,,aging,small,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,50,IBM-0049,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0050,IBM Z mainframe LPAR,PR/SM,DC-West (DR),IBM z16,,,current,medium,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,51,IBM-0050,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0051,IBM Z mainframe LPAR,PR/SM,DC-West (DR),IBM z16,,,aging,small,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,52,IBM-0051,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0052,IBM Z mainframe LPAR,PR/SM,DC-West (DR),IBM z16,,,current,small,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,53,IBM-0052,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0053,IBM Z mainframe LPAR,PR/SM,DC-West (DR),IBM z16,,,current,small,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,54,IBM-0053,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0054,IBM Z mainframe LPAR,PR/SM,DC-East (primary),IBM z16,,,current,large,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,55,IBM-0054,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0055,IBM Z mainframe LPAR,PR/SM,DC-East (primary),IBM z16,,,current,small,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,56,IBM-0055,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0056,IBM Z mainframe LPAR,PR/SM,DC-East (primary),IBM z16,,,current,medium,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,57,IBM-0056,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
skyharbor-air,IBM-0057,IBM Z mainframe LPAR,PR/SM,DC-East (primary),IBM z16,,,current,xlarge,,,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,,,,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/rich-substrate-pack/csv/infrastructure-estate.csv,rich-substrate-pack,58,IBM-0057,synthetic-demo,b6321df5d2a19679dfb665d87d708d72f8c773ef6c263d6abf3b263664067b96,retained_from_active_source,none
