tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,ai_initiative_id,use_case,business_process,tool_or_model,agent_or_copilot_name,user_group,licensed_users,active_users,adoption_metric,value_hypothesis,measured_value_usd,production_status,risk_status,model_risk_tier,data_readiness,decision_needed,scale_hold_stop
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-2,Forecast automation,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,2,2026-06-18,2026-03-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-2,M365 Copilot,M365 Copilot,M365 Copilot,M365 Copilot,Knowledge workers,120,45,active_users:45|licensed_users:120,260,330000,Production,needs_evidence_review,Medium,needs_evidence_review,Prove value,scale
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-3,Document intelligence,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,3,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-3,M365 Copilot,M365 Copilot,M365 Copilot,M365 Copilot,Operations managers,120,52,active_users:52|licensed_users:120,340,348000,Hold,needs_evidence_review,Medium,needs_evidence_review,Retire,stop
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-4,Copilot productivity,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,4,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-4,M365 Copilot,M365 Copilot,M365 Copilot,M365 Copilot,Finance analysts,120,60,active_users:60|licensed_users:120,420,366000,Pilot,needs_evidence_review,Low,needs_evidence_review,Scale,scale
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-5,Agent-assisted service,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,5,2026-06-18,2026-06-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-5,M365 Copilot,M365 Copilot,M365 Copilot,M365 Copilot,Service teams,120,67,active_users:67|licensed_users:120,500,384000,Limited production,needs_evidence_review,Medium,needs_evidence_review,Hold,hold
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-6,Forecast automation,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,6,2026-06-18,2026-03-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-6,Claude Code,Claude Code,Claude Code,Claude Code,Technology owners,330,125,active_users:125|licensed_users:330,315,402000,Production,normal,Medium,normal,Prove value,scale
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-7,Document intelligence,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,7,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-7,Claude Code,Claude Code,Claude Code,Claude Code,Knowledge workers,330,145,active_users:145|licensed_users:330,395,420000,Hold,normal,Low,normal,Retire,stop
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-8,Copilot productivity,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,8,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-8,Claude Code,Claude Code,Claude Code,Claude Code,Operations managers,330,165,active_users:165|licensed_users:330,475,438000,Pilot,normal,Medium,normal,Scale,scale
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-9,Agent-assisted service,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,9,2026-06-18,2026-06-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-9,Claude Code,Claude Code,Claude Code,Claude Code,Finance analysts,330,184,active_users:184|licensed_users:330,555,456000,Limited production,normal,Medium,normal,Hold,hold
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-10,Forecast automation,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,10,2026-06-18,2026-03-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-10,Codex,Codex,Codex,Codex,Service teams,540,205,active_users:205|licensed_users:540,370,474000,Production,normal,Low,normal,Prove value,scale
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-11,Document intelligence,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,11,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-11,Codex,Codex,Codex,Codex,Technology owners,540,237,active_users:237|licensed_users:540,450,492000,Hold,normal,Medium,normal,Retire,stop
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-12,Copilot productivity,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,12,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-12,Codex,Codex,Codex,Codex,Knowledge workers,540,270,active_users:270|licensed_users:540,530,510000,Pilot,normal,Medium,normal,Scale,scale
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-13,Agent-assisted service,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,13,2026-06-18,2026-06-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-13,Codex,Codex,Codex,Codex,Operations managers,540,302,active_users:302|licensed_users:540,610,528000,Limited production,normal,Low,normal,Hold,hold
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-14,Forecast automation,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,14,2026-06-18,2026-03-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-14,Cursor,Cursor,Cursor,Cursor,Finance analysts,750,285,active_users:285|licensed_users:750,425,546000,Production,normal,Medium,normal,Prove value,scale
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-15,Document intelligence,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,15,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-15,Cursor,Cursor,Cursor,Cursor,Service teams,750,330,active_users:330|licensed_users:750,505,564000,Hold,normal,Medium,normal,Retire,stop
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-16,Copilot productivity,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,16,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-16,Cursor,Cursor,Cursor,Cursor,Technology owners,750,375,active_users:375|licensed_users:750,585,582000,Pilot,normal,Low,normal,Scale,scale
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-17,Agent-assisted service,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,17,2026-06-18,2026-06-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-17,Cursor,Cursor,Cursor,Cursor,Knowledge workers,750,420,active_users:420|licensed_users:750,665,600000,Limited production,normal,Medium,normal,Hold,hold
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-18,Forecast automation,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,18,2026-06-18,2026-03-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-18,ServiceNow Now Assist,ServiceNow Now Assist,ServiceNow Now Assist,ServiceNow Now Assist,Operations managers,960,364,active_users:364|licensed_users:960,480,618000,Production,needs_evidence_review,Medium,needs_evidence_review,Prove value,scale
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-19,Document intelligence,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,19,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-19,ServiceNow Now Assist,ServiceNow Now Assist,ServiceNow Now Assist,ServiceNow Now Assist,Finance analysts,960,422,active_users:422|licensed_users:960,560,636000,Hold,needs_evidence_review,Low,needs_evidence_review,Retire,stop
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-20,Copilot productivity,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,20,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-20,ServiceNow Now Assist,ServiceNow Now Assist,ServiceNow Now Assist,ServiceNow Now Assist,Service teams,960,480,active_users:480|licensed_users:960,640,654000,Pilot,needs_evidence_review,Medium,needs_evidence_review,Scale,scale
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-21,Agent-assisted service,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,21,2026-06-18,2026-06-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-21,ServiceNow Now Assist,ServiceNow Now Assist,ServiceNow Now Assist,ServiceNow Now Assist,Technology owners,960,537,active_users:537|licensed_users:960,720,672000,Limited production,needs_evidence_review,Medium,needs_evidence_review,Hold,hold
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-22,Forecast automation,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,22,2026-06-18,2026-03-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-22,Databricks Assistant,Databricks Assistant,Databricks Assistant,Databricks Assistant,Knowledge workers,1170,444,active_users:444|licensed_users:1170,535,690000,Production,normal,Low,normal,Prove value,scale
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-23,Document intelligence,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,23,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-23,Databricks Assistant,Databricks Assistant,Databricks Assistant,Databricks Assistant,Operations managers,1170,514,active_users:514|licensed_users:1170,615,708000,Hold,normal,Medium,normal,Retire,stop
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-24,Copilot productivity,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,24,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-24,Databricks Assistant,Databricks Assistant,Databricks Assistant,Databricks Assistant,Finance analysts,1170,585,active_users:585|licensed_users:1170,695,726000,Pilot,normal,Medium,normal,Scale,scale
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-25,Agent-assisted service,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,25,2026-06-18,2026-06-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-25,Databricks Assistant,Databricks Assistant,Databricks Assistant,Databricks Assistant,Service teams,1170,655,active_users:655|licensed_users:1170,775,744000,Limited production,normal,Low,normal,Hold,hold
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-26,Forecast automation,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,26,2026-06-18,2026-03-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-26,AWS Bedrock,AWS Bedrock,AWS Bedrock,AWS Bedrock,Technology owners,1380,524,active_users:524|licensed_users:1380,590,762000,Production,normal,Medium,normal,Prove value,scale
lakeshore-industries,Industrial Demo,v6.0,ai_initiative,Industrial Demo-industries-ai_initiative-27,Document intelligence,v4_synthetic_pack,AI Governance Office,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,27,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Industrial Demo-industries-ai_initiative-27,AWS Bedrock,AWS Bedrock,AWS Bedrock,AWS Bedrock,Knowledge workers,1380,607,active_users:607|licensed_users:1380,670,780000,Hold,normal,Medium,normal,Retire,stop
