tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,ai_initiative_id,use_case,business_process,tool_or_model,agent_or_copilot_name,user_group,licensed_users,active_users,adoption_metric,value_hypothesis,measured_value_usd,production_status,risk_status,model_risk_tier,data_readiness,decision_needed,scale_hold_stop
lakeshore-industries,Lakeshore Industries,v6.0,ai_initiative,lakeshore-industries-ai_initiative-2,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,2,2026-06-18,2026-03-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:model_risk_tier_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,lakeshore-industries-ai_initiative-2,M365 Copilot,M365 Copilot,M365 Copilot,M365 Copilot,data_thin:user_group_missing,120,45,active_users:45|licensed_users:120,260,data_thin:measured_value_missing,data_thin:production_status_missing,needs_evidence_review,data_thin:model_risk_tier_missing,needs_evidence_review,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
lakeshore-industries,Lakeshore Industries,v6.0,ai_initiative,lakeshore-industries-ai_initiative-3,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,3,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:model_risk_tier_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,lakeshore-industries-ai_initiative-3,M365 Copilot,M365 Copilot,M365 Copilot,M365 Copilot,data_thin:user_group_missing,120,52,active_users:52|licensed_users:120,340,data_thin:measured_value_missing,data_thin:production_status_missing,needs_evidence_review,data_thin:model_risk_tier_missing,needs_evidence_review,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
lakeshore-industries,Lakeshore Industries,v6.0,ai_initiative,lakeshore-industries-ai_initiative-4,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,4,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:model_risk_tier_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,lakeshore-industries-ai_initiative-4,M365 Copilot,M365 Copilot,M365 Copilot,M365 Copilot,data_thin:user_group_missing,120,60,active_users:60|licensed_users:120,420,data_thin:measured_value_missing,data_thin:production_status_missing,needs_evidence_review,data_thin:model_risk_tier_missing,needs_evidence_review,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
lakeshore-industries,Lakeshore Industries,v6.0,ai_initiative,lakeshore-industries-ai_initiative-5,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,5,2026-06-18,2026-06-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:model_risk_tier_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,lakeshore-industries-ai_initiative-5,M365 Copilot,M365 Copilot,M365 Copilot,M365 Copilot,data_thin:user_group_missing,120,67,active_users:67|licensed_users:120,500,data_thin:measured_value_missing,data_thin:production_status_missing,needs_evidence_review,data_thin:model_risk_tier_missing,needs_evidence_review,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
lakeshore-industries,Lakeshore Industries,v6.0,ai_initiative,lakeshore-industries-ai_initiative-6,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,6,2026-06-18,2026-03-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:model_risk_tier_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,lakeshore-industries-ai_initiative-6,Claude Code,Claude Code,Claude Code,Claude Code,data_thin:user_group_missing,330,125,active_users:125|licensed_users:330,315,data_thin:measured_value_missing,data_thin:production_status_missing,normal,data_thin:model_risk_tier_missing,normal,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
lakeshore-industries,Lakeshore Industries,v6.0,ai_initiative,lakeshore-industries-ai_initiative-7,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,7,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:model_risk_tier_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,lakeshore-industries-ai_initiative-7,Claude Code,Claude Code,Claude Code,Claude Code,data_thin:user_group_missing,330,145,active_users:145|licensed_users:330,395,data_thin:measured_value_missing,data_thin:production_status_missing,normal,data_thin:model_risk_tier_missing,normal,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
lakeshore-industries,Lakeshore Industries,v6.0,ai_initiative,lakeshore-industries-ai_initiative-8,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,8,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:model_risk_tier_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,lakeshore-industries-ai_initiative-8,Claude Code,Claude Code,Claude Code,Claude Code,data_thin:user_group_missing,330,165,active_users:165|licensed_users:330,475,data_thin:measured_value_missing,data_thin:production_status_missing,normal,data_thin:model_risk_tier_missing,normal,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
lakeshore-industries,Lakeshore Industries,v6.0,ai_initiative,lakeshore-industries-ai_initiative-9,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,9,2026-06-18,2026-06-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:model_risk_tier_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,lakeshore-industries-ai_initiative-9,Claude Code,Claude Code,Claude Code,Claude Code,data_thin:user_group_missing,330,184,active_users:184|licensed_users:330,555,data_thin:measured_value_missing,data_thin:production_status_missing,normal,data_thin:model_risk_tier_missing,normal,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
lakeshore-industries,Lakeshore Industries,v6.0,ai_initiative,lakeshore-industries-ai_initiative-10,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,10,2026-06-18,2026-03-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:model_risk_tier_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,lakeshore-industries-ai_initiative-10,Codex,Codex,Codex,Codex,data_thin:user_group_missing,540,205,active_users:205|licensed_users:540,370,data_thin:measured_value_missing,data_thin:production_status_missing,normal,data_thin:model_risk_tier_missing,normal,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
lakeshore-industries,Lakeshore Industries,v6.0,ai_initiative,lakeshore-industries-ai_initiative-11,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,11,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:model_risk_tier_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,lakeshore-industries-ai_initiative-11,Codex,Codex,Codex,Codex,data_thin:user_group_missing,540,237,active_users:237|licensed_users:540,450,data_thin:measured_value_missing,data_thin:production_status_missing,normal,data_thin:model_risk_tier_missing,normal,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
lakeshore-industries,Lakeshore Industries,v6.0,ai_initiative,lakeshore-industries-ai_initiative-12,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,12,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:model_risk_tier_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,lakeshore-industries-ai_initiative-12,Codex,Codex,Codex,Codex,data_thin:user_group_missing,540,270,active_users:270|licensed_users:540,530,data_thin:measured_value_missing,data_thin:production_status_missing,normal,data_thin:model_risk_tier_missing,normal,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
lakeshore-industries,Lakeshore Industries,v6.0,ai_initiative,lakeshore-industries-ai_initiative-13,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,13,2026-06-18,2026-06-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:model_risk_tier_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,lakeshore-industries-ai_initiative-13,Codex,Codex,Codex,Codex,data_thin:user_group_missing,540,302,active_users:302|licensed_users:540,610,data_thin:measured_value_missing,data_thin:production_status_missing,normal,data_thin:model_risk_tier_missing,normal,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
lakeshore-industries,Lakeshore Industries,v6.0,ai_initiative,lakeshore-industries-ai_initiative-14,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,14,2026-06-18,2026-03-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:model_risk_tier_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,lakeshore-industries-ai_initiative-14,Cursor,Cursor,Cursor,Cursor,data_thin:user_group_missing,750,285,active_users:285|licensed_users:750,425,data_thin:measured_value_missing,data_thin:production_status_missing,normal,data_thin:model_risk_tier_missing,normal,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
lakeshore-industries,Lakeshore Industries,v6.0,ai_initiative,lakeshore-industries-ai_initiative-15,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,15,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:model_risk_tier_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,lakeshore-industries-ai_initiative-15,Cursor,Cursor,Cursor,Cursor,data_thin:user_group_missing,750,330,active_users:330|licensed_users:750,505,data_thin:measured_value_missing,data_thin:production_status_missing,normal,data_thin:model_risk_tier_missing,normal,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
