tenant_key,entity_id,entity_name,entity_short_name,entity_scope,parent_entity_id,parent_entity_name,evidence_id,source_artifact_uri,source_artifact_label,evidence_purpose,validation_status,sensitivity,owner,freshness,data_provider_name,data_provider_role,source_artifact_type,source_artifact_name,capture_method,extraction_method,generated_by,validated_by,source_validation_status,source_as_of_date,known_gaps
lakeshore-industries,LSH-OPCO-NLS,Northline Supply Chain,Northline,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-NLS-005-process-and-kpi-pack,synthetic://lakeshore-industries/northline/process-and-kpi-pack.xlsx,Northline process and KPI pack,"functions, process baselines, metrics",synthetic_demo,confidential,Northline CIO,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-NLS,Northline Supply Chain,Northline,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-NLS-006-data-product-catalog,synthetic://lakeshore-industries/northline/data-product-catalog.xlsx,Northline data product catalog,"data owners, quality, lineage, AI readiness",synthetic_demo,confidential,Northline CIO,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,Brightmark,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-BMS-001-enterprise-profile,synthetic://lakeshore-industries/brightmark/enterprise-profile.xlsx,Brightmark enterprise profile,profile and financial baseline,synthetic_demo,confidential,Brightmark CTO,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,Brightmark,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-BMS-002-application-inventory,synthetic://lakeshore-industries/brightmark/application-inventory.xlsx,Brightmark application inventory,"systems, owners, costs, criticality",synthetic_demo,confidential,Brightmark CTO,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,Brightmark,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-BMS-003-org-and-persona-roster,synthetic://lakeshore-industries/brightmark/org-and-persona-roster.xlsx,Brightmark org and persona roster,"roles, decision rights, personas",synthetic_demo,confidential,Brightmark CTO,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,Brightmark,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-BMS-004-vendor-and-contract-extr,synthetic://lakeshore-industries/brightmark/vendor-and-contract-extract.xlsx,Brightmark vendor and contract extract,"vendor cost, renewal, risk",synthetic_demo,confidential,Brightmark CTO,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,Brightmark,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-BMS-005-process-and-kpi-pack,synthetic://lakeshore-industries/brightmark/process-and-kpi-pack.xlsx,Brightmark process and KPI pack,"functions, process baselines, metrics",synthetic_demo,confidential,Brightmark CTO,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,Brightmark,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-BMS-006-data-product-catalog,synthetic://lakeshore-industries/brightmark/data-product-catalog.xlsx,Brightmark data product catalog,"data owners, quality, lineage, AI readiness",synthetic_demo,confidential,Brightmark CTO,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,Forge & Field,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-FFF-001-enterprise-profile,synthetic://lakeshore-industries/forge-and-field/enterprise-profile.xlsx,Forge & Field enterprise profile,profile and financial baseline,synthetic_demo,confidential,Forge & Field VP Technology,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,Forge & Field,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-FFF-002-application-inventory,synthetic://lakeshore-industries/forge-and-field/application-inventory.xlsx,Forge & Field application inventory,"systems, owners, costs, criticality",synthetic_demo,confidential,Forge & Field VP Technology,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,Forge & Field,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-FFF-003-org-and-persona-roster,synthetic://lakeshore-industries/forge-and-field/org-and-persona-roster.xlsx,Forge & Field org and persona roster,"roles, decision rights, personas",synthetic_demo,confidential,Forge & Field VP Technology,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,Forge & Field,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-FFF-004-vendor-and-contract-extr,synthetic://lakeshore-industries/forge-and-field/vendor-and-contract-extract.xlsx,Forge & Field vendor and contract extract,"vendor cost, renewal, risk",synthetic_demo,confidential,Forge & Field VP Technology,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,Forge & Field,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-FFF-005-process-and-kpi-pack,synthetic://lakeshore-industries/forge-and-field/process-and-kpi-pack.xlsx,Forge & Field process and KPI pack,"functions, process baselines, metrics",synthetic_demo,confidential,Forge & Field VP Technology,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,Forge & Field,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-FFF-006-data-product-catalog,synthetic://lakeshore-industries/forge-and-field/data-product-catalog.xlsx,Forge & Field data product catalog,"data owners, quality, lineage, AI readiness",synthetic_demo,confidential,Forge & Field VP Technology,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,Great Lakes Pantry,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-GLP-001-enterprise-profile,synthetic://lakeshore-industries/great-lakes-pantry/enterprise-profile.xlsx,Great Lakes Pantry enterprise profile,profile and financial baseline,synthetic_demo,confidential,GLP VP Technology,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,Great Lakes Pantry,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-GLP-002-application-inventory,synthetic://lakeshore-industries/great-lakes-pantry/application-inventory.xlsx,Great Lakes Pantry application inventory,"systems, owners, costs, criticality",synthetic_demo,confidential,GLP VP Technology,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,Great Lakes Pantry,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-GLP-003-org-and-persona-roster,synthetic://lakeshore-industries/great-lakes-pantry/org-and-persona-roster.xlsx,Great Lakes Pantry org and persona roster,"roles, decision rights, personas",synthetic_demo,confidential,GLP VP Technology,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,Great Lakes Pantry,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-GLP-004-vendor-and-contract-extr,synthetic://lakeshore-industries/great-lakes-pantry/vendor-and-contract-extract.xlsx,Great Lakes Pantry vendor and contract extract,"vendor cost, renewal, risk",synthetic_demo,confidential,GLP VP Technology,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,Great Lakes Pantry,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-GLP-005-process-and-kpi-pack,synthetic://lakeshore-industries/great-lakes-pantry/process-and-kpi-pack.xlsx,Great Lakes Pantry process and KPI pack,"functions, process baselines, metrics",synthetic_demo,confidential,GLP VP Technology,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,Great Lakes Pantry,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-GLP-006-data-product-catalog,synthetic://lakeshore-industries/great-lakes-pantry/data-product-catalog.xlsx,Great Lakes Pantry data product catalog,"data owners, quality, lineage, AI readiness",synthetic_demo,confidential,GLP VP Technology,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-HPG,HarborPoint Packaging Group,HarborPoint,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-HPG-001-enterprise-profile,synthetic://lakeshore-industries/harborpoint/enterprise-profile.xlsx,HarborPoint enterprise profile,profile and financial baseline,synthetic_demo,confidential,HarborPoint CIO,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-HPG,HarborPoint Packaging Group,HarborPoint,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-HPG-002-application-inventory,synthetic://lakeshore-industries/harborpoint/application-inventory.xlsx,HarborPoint application inventory,"systems, owners, costs, criticality",synthetic_demo,confidential,HarborPoint CIO,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-HPG,HarborPoint Packaging Group,HarborPoint,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-HPG-003-org-and-persona-roster,synthetic://lakeshore-industries/harborpoint/org-and-persona-roster.xlsx,HarborPoint org and persona roster,"roles, decision rights, personas",synthetic_demo,confidential,HarborPoint CIO,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-HPG,HarborPoint Packaging Group,HarborPoint,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-HPG-004-vendor-and-contract-extr,synthetic://lakeshore-industries/harborpoint/vendor-and-contract-extract.xlsx,HarborPoint vendor and contract extract,"vendor cost, renewal, risk",synthetic_demo,confidential,HarborPoint CIO,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-HPG,HarborPoint Packaging Group,HarborPoint,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-HPG-005-process-and-kpi-pack,synthetic://lakeshore-industries/harborpoint/process-and-kpi-pack.xlsx,HarborPoint process and KPI pack,"functions, process baselines, metrics",synthetic_demo,confidential,HarborPoint CIO,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-HPG,HarborPoint Packaging Group,HarborPoint,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-HPG-006-data-product-catalog,synthetic://lakeshore-industries/harborpoint/data-product-catalog.xlsx,HarborPoint data product catalog,"data owners, quality, lineage, AI readiness",synthetic_demo,confidential,HarborPoint CIO,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-RCF,Riverton Components & Field Services,Riverton,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-RCF-001-enterprise-profile,synthetic://lakeshore-industries/riverton/enterprise-profile.xlsx,Riverton enterprise profile,profile and financial baseline,synthetic_demo,confidential,Riverton CIO,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-RCF,Riverton Components & Field Services,Riverton,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-RCF-002-application-inventory,synthetic://lakeshore-industries/riverton/application-inventory.xlsx,Riverton application inventory,"systems, owners, costs, criticality",synthetic_demo,confidential,Riverton CIO,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-RCF,Riverton Components & Field Services,Riverton,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-RCF-003-org-and-persona-roster,synthetic://lakeshore-industries/riverton/org-and-persona-roster.xlsx,Riverton org and persona roster,"roles, decision rights, personas",synthetic_demo,confidential,Riverton CIO,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-RCF,Riverton Components & Field Services,Riverton,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-RCF-004-vendor-and-contract-extr,synthetic://lakeshore-industries/riverton/vendor-and-contract-extract.xlsx,Riverton vendor and contract extract,"vendor cost, renewal, risk",synthetic_demo,confidential,Riverton CIO,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
lakeshore-industries,LSH-OPCO-RCF,Riverton Components & Field Services,Riverton,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,EVID-OPCO-RCF-005-process-and-kpi-pack,synthetic://lakeshore-industries/riverton/process-and-kpi-pack.xlsx,Riverton process and KPI pack,"functions, process baselines, metrics",synthetic_demo,confidential,Riverton CIO,current_static_snapshot,AbarVa synthetic data steward,Synthetic data generation,uploaded_template,lakeshore-holdco-v7-client-template.xlsx,synthetic_demo,deterministic_generator,scripts/v7/build-lakeshore-holdco-v7.mjs,AbarVa QA,synthetic_demo,2026-07-06,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use."
