initiative_id,initiative_name,business_area,owner_role,stage,budget_usd,promised_benefit_usd,target_date,dependency,risk_status,move_relevance,source_file,source_row,value_source
FC-AI-017,Marketing personalization & retention,Consumer Banking,Head of Consumer Banking,mobilize,18706925,30000000,2027-03-19,Data quality certification,high,Consumer Banking,family-5-execution-operations/F13_initiatives-portfolio.csv,18,tenant_file
FC-AI-018,Treasury liquidity forecasting,Treasury,Treasurer,mobilize,16554338,43000000,2027-08-06,Model risk validation,high,Treasury,family-5-execution-operations/F13_initiatives-portfolio.csv,19,tenant_file
FC-AI-019,Complaint & fair-lending surveillance NLP,Compliance,Chief Compliance Officer,mobilize,6559729,20000000,2027-12-08,Model risk validation,high,Compliance,family-5-execution-operations/F13_initiatives-portfolio.csv,20,tenant_file
FC-AI-020,Mainframe code modernization assist,Technology,Chief Information Officer,mobilize,9273193,23000000,2027-03-20,Semantic layer,high,Technology,family-5-execution-operations/F13_initiatives-portfolio.csv,21,tenant_file
FC-AI-021,Document intelligence for commercial onboarding,Commercial Banking,Head of Commercial Banking,mobilize,22056568,43000000,2027-10-03,Model risk validation,medium,Commercial Banking,family-5-execution-operations/F13_initiatives-portfolio.csv,22,tenant_file
FC-AI-022,Sanctions screening tuning,Financial Crimes,BSA/AML Officer,pilot,19737721,41000000,2027-05-19,Data quality certification,high,Financial Crimes,family-5-execution-operations/F13_initiatives-portfolio.csv,23,tenant_file
FC-AI-023,Statement & disclosure generation copilot,Operations,Chief Operating Officer,pilot,22283902,45000000,2027-12-23,Semantic layer,high,Operations,family-5-execution-operations/F13_initiatives-portfolio.csv,24,tenant_file
FC-AI-024,Card rewards personalization,Cards & Payments,Head of Cards & Payments,pilot,12327081,25000000,2027-03-09,Real-time feature store,high,Cards & Payments,family-5-execution-operations/F13_initiatives-portfolio.csv,25,tenant_file
FC-AI-025,Voice biometrics authentication,Customer Care,Head of Customer Experience,pilot,21132380,41000000,2027-03-15,Model risk validation,high,Customer Care,family-5-execution-operations/F13_initiatives-portfolio.csv,26,tenant_file
FC-AI-026,Trade surveillance anomaly detection,Treasury & Capital Markets,Treasurer,pilot,14583084,21000000,2027-11-25,Data quality certification,high,Treasury & Capital Markets,family-5-execution-operations/F13_initiatives-portfolio.csv,27,tenant_file
FC-AI-027,Loan servicing virtual agent,Operations,Chief Operating Officer,pilot,8700100,17000000,2027-02-12,Customer 360 lakehouse,high,Operations,family-5-execution-operations/F13_initiatives-portfolio.csv,28,tenant_file
FC-AI-028,ESG & climate risk data automation,Risk,Chief Risk Officer,pilot,19000233,31000000,2027-03-01,Data quality certification,high,Risk,family-5-execution-operations/F13_initiatives-portfolio.csv,29,tenant_file
FC-AI-029,Enterprise search over policy & procedures,Compliance,Chief Compliance Officer,pilot,9820930,30000000,2027-06-06,Semantic layer,high,Compliance,family-5-execution-operations/F13_initiatives-portfolio.csv,30,tenant_file
FC-AI-030,Deposit pricing optimization,Consumer Banking,Head of Consumer Banking,scale,10935864,22000000,2027-11-05,Data quality certification,medium,Consumer Banking,family-5-execution-operations/F13_initiatives-portfolio.csv,31,tenant_file
FC-AI-031,Synthetic data for model development,"Data, Analytics & AI",Chief Data & Analytics Officer,scale,15609265,36000000,2027-01-27,Data quality certification,medium,"Data, Analytics & AI",family-5-execution-operations/F13_initiatives-portfolio.csv,32,tenant_file
FC-AI-032,Wire fraud interdiction,Financial Crimes,Chief Risk Officer,scale,24728288,43000000,2027-12-19,Real-time feature store,medium,Financial Crimes,family-5-execution-operations/F13_initiatives-portfolio.csv,33,tenant_file
FC-AI-033,Mortgage underwriting decision support,Consumer Banking,Head of Consumer Banking,scale,19436155,43000000,2027-11-05,Model risk validation,medium,Consumer Banking,family-5-execution-operations/F13_initiatives-portfolio.csv,34,tenant_file
FC-AI-034,Vendor contract intelligence,Finance,Chief Financial Officer,scale,13613391,22000000,2027-01-22,Semantic layer,medium,Finance,family-5-execution-operations/F13_initiatives-portfolio.csv,35,tenant_file
FC-AI-035,Branch staffing & demand forecasting,Consumer Banking,Head of Consumer Banking,scale,13655014,28000000,2027-03-01,Semantic layer,medium,Consumer Banking,family-5-execution-operations/F13_initiatives-portfolio.csv,36,tenant_file
FC-AI-036,IT incident root-cause copilot,Technology,Chief Information Officer,production,13441434,31000000,2027-03-15,Real-time feature store,medium,Technology,family-5-execution-operations/F13_initiatives-portfolio.csv,37,tenant_file
FC-AI-037,Regulatory change interpretation assist,Compliance,Chief Compliance Officer,production,23067294,36000000,2027-05-01,Real-time feature store,high,Compliance,family-5-execution-operations/F13_initiatives-portfolio.csv,38,tenant_file
FC-AI-038,Small business cash-flow insights,Commercial Banking,Head of Commercial Banking,production,7152678,19000000,2027-04-28,Semantic layer,medium,Commercial Banking,family-5-execution-operations/F13_initiatives-portfolio.csv,39,tenant_file
FC-AI-039,Anti-money-laundering network analytics,Financial Crimes,BSA/AML Officer,production,2583913,8000000,2027-05-28,Semantic layer,medium,Financial Crimes,family-5-execution-operations/F13_initiatives-portfolio.csv,40,tenant_file
FC-AI-040,Customer churn early-warning model,Consumer Banking,Head of Consumer Banking,retired,26881056,48000000,2027-02-28,Data quality certification,high,Consumer Banking,family-5-execution-operations/F13_initiatives-portfolio.csv,41,tenant_file
FC-AI-041,Capital markets research summarization,Treasury & Capital Markets,Treasurer,retired,10812368,16000000,2027-12-18,Model risk validation,high,Treasury & Capital Markets,family-5-execution-operations/F13_initiatives-portfolio.csv,42,tenant_file
FC-AI-042,Privacy & data-access governance automation,"Cyber, Privacy & Resilience",Chief Information Security Officer,retired,14003894,40000000,2027-04-15,Real-time feature store,medium,"Cyber, Privacy & Resilience",family-5-execution-operations/F13_initiatives-portfolio.csv,43,tenant_file
FIRSTCAPITAL-INIT-0043,Real-time scam & APP fraud detection / expansion 1,Financial Crimes,Chief Risk Officer,ideate,27768800,47000000,2027-10-21,Data quality certification,high,Financial Crimes,family-5-execution-operations/F13_initiatives-portfolio.csv,44,tenant_file
FIRSTCAPITAL-INIT-0044,AML alert triage & false-positive reduction / expansion 2,Financial Crimes,BSA/AML Officer,ideate,4642560,12000000,2027-12-03,Customer 360 lakehouse,medium,Financial Crimes,family-5-execution-operations/F13_initiatives-portfolio.csv,45,tenant_file
FIRSTCAPITAL-INIT-0045,SAR narrative drafting copilot / expansion 3,Financial Crimes,BSA/AML Officer,ideate,13772614,38000000,2027-05-02,Model risk validation,medium,Financial Crimes,family-5-execution-operations/F13_initiatives-portfolio.csv,46,tenant_file
FIRSTCAPITAL-INIT-0046,Contact center next-best-action assist / expansion 4,Customer Care,Head of Customer Experience,ideate,18376557,41000000,2027-04-09,Customer 360 lakehouse,high,Customer Care,family-5-execution-operations/F13_initiatives-portfolio.csv,47,tenant_file
FIRSTCAPITAL-INIT-0047,Commercial credit spreading automation / expansion 5,Commercial Banking,Head of Commercial Banking,ideate,8967447,27000000,2027-09-05,Real-time feature store,medium,Commercial Banking,family-5-execution-operations/F13_initiatives-portfolio.csv,48,tenant_file
FIRSTCAPITAL-INIT-0048,Customer 360 lakehouse foundation / expansion 6,"Data, Analytics & AI",Chief Data & Analytics Officer,ideate,12569375,30000000,2027-09-20,Data quality certification,medium,"Data, Analytics & AI",family-5-execution-operations/F13_initiatives-portfolio.csv,49,tenant_file
FIRSTCAPITAL-INIT-0049,Certified semantic layer for KPIs / expansion 7,"Data, Analytics & AI",Chief Data & Analytics Officer,design,8574774,17000000,2027-02-23,Data quality certification,high,"Data, Analytics & AI",family-5-execution-operations/F13_initiatives-portfolio.csv,50,tenant_file
FIRSTCAPITAL-INIT-0050,Engineering code-assist productivity / expansion 8,Technology,Chief Information Officer,design,17706000,37000000,2027-06-01,Semantic layer,high,Technology,family-5-execution-operations/F13_initiatives-portfolio.csv,51,tenant_file
FIRSTCAPITAL-INIT-0051,Regulatory close & reconciliation automation / expansion 9,Finance,Chief Financial Officer,design,4803082,11000000,2027-07-22,Semantic layer,medium,Finance,family-5-execution-operations/F13_initiatives-portfolio.csv,52,tenant_file
FIRSTCAPITAL-INIT-0052,Cards dispute & chargeback automation / expansion 10,Cards & Payments,Head of Cards & Payments,design,10815184,26000000,2027-03-19,Real-time feature store,high,Cards & Payments,family-5-execution-operations/F13_initiatives-portfolio.csv,53,tenant_file
FIRSTCAPITAL-INIT-0053,Wealth advisor proposal generation / expansion 11,Wealth Management,Head of Wealth Management,design,27478220,43000000,2027-12-14,Data quality certification,high,Wealth Management,family-5-execution-operations/F13_initiatives-portfolio.csv,54,tenant_file
FIRSTCAPITAL-INIT-0054,Payments exception repair automation / expansion 12,Operations,Chief Operating Officer,design,7870103,14000000,2027-01-03,Customer 360 lakehouse,high,Operations,family-5-execution-operations/F13_initiatives-portfolio.csv,55,tenant_file
FIRSTCAPITAL-INIT-0055,Credit risk model SR 11-7 evidence automation / expansion 13,Risk,Chief Risk Officer,design,21438344,44000000,2027-11-16,Model risk validation,high,Risk,family-5-execution-operations/F13_initiatives-portfolio.csv,56,tenant_file
FIRSTCAPITAL-INIT-0056,KYC refresh & onboarding intelligence / expansion 14,Financial Crimes,BSA/AML Officer,mobilize,18689017,34000000,2027-04-27,Model risk validation,medium,Financial Crimes,family-5-execution-operations/F13_initiatives-portfolio.csv,57,tenant_file
FIRSTCAPITAL-INIT-0057,Collections prioritization optimization / expansion 15,Operations,Chief Operating Officer,mobilize,11699433,18000000,2027-08-21,Customer 360 lakehouse,high,Operations,family-5-execution-operations/F13_initiatives-portfolio.csv,58,tenant_file
FIRSTCAPITAL-INIT-0058,Branch banker knowledge assist / expansion 16,Consumer Banking,Head of Consumer Banking,mobilize,9847978,21000000,2027-04-11,Real-time feature store,high,Consumer Banking,family-5-execution-operations/F13_initiatives-portfolio.csv,59,tenant_file
FIRSTCAPITAL-INIT-0059,Marketing personalization & retention / expansion 17,Consumer Banking,Head of Consumer Banking,mobilize,18706925,30000000,2027-03-19,Data quality certification,high,Consumer Banking,family-5-execution-operations/F13_initiatives-portfolio.csv,60,tenant_file
FIRSTCAPITAL-INIT-0060,Treasury liquidity forecasting / expansion 18,Treasury,Treasurer,mobilize,16554338,43000000,2027-08-06,Model risk validation,high,Treasury,family-5-execution-operations/F13_initiatives-portfolio.csv,61,tenant_file
FIRSTCAPITAL-INIT-0061,Complaint & fair-lending surveillance NLP / expansion 19,Compliance,Chief Compliance Officer,mobilize,6559729,20000000,2027-12-08,Model risk validation,high,Compliance,family-5-execution-operations/F13_initiatives-portfolio.csv,62,tenant_file
FIRSTCAPITAL-INIT-0062,Mainframe code modernization assist / expansion 20,Technology,Chief Information Officer,mobilize,9273193,23000000,2027-03-20,Semantic layer,high,Technology,family-5-execution-operations/F13_initiatives-portfolio.csv,63,tenant_file
FIRSTCAPITAL-INIT-0063,Document intelligence for commercial onboarding / expansion 21,Commercial Banking,Head of Commercial Banking,mobilize,22056568,43000000,2027-10-03,Model risk validation,medium,Commercial Banking,family-5-execution-operations/F13_initiatives-portfolio.csv,64,tenant_file
FIRSTCAPITAL-INIT-0064,Sanctions screening tuning / expansion 22,Financial Crimes,BSA/AML Officer,pilot,19737721,41000000,2027-05-19,Data quality certification,high,Financial Crimes,family-5-execution-operations/F13_initiatives-portfolio.csv,65,tenant_file
FIRSTCAPITAL-INIT-0065,Statement & disclosure generation copilot / expansion 23,Operations,Chief Operating Officer,pilot,22283902,45000000,2027-12-23,Semantic layer,high,Operations,family-5-execution-operations/F13_initiatives-portfolio.csv,66,tenant_file
FIRSTCAPITAL-INIT-0066,Card rewards personalization / expansion 24,Cards & Payments,Head of Cards & Payments,pilot,12327081,25000000,2027-03-09,Real-time feature store,high,Cards & Payments,family-5-execution-operations/F13_initiatives-portfolio.csv,67,tenant_file
FIRSTCAPITAL-INIT-0067,Voice biometrics authentication / expansion 25,Customer Care,Head of Customer Experience,pilot,21132380,41000000,2027-03-15,Model risk validation,high,Customer Care,family-5-execution-operations/F13_initiatives-portfolio.csv,68,tenant_file
FIRSTCAPITAL-INIT-0068,Trade surveillance anomaly detection / expansion 26,Treasury & Capital Markets,Treasurer,pilot,14583084,21000000,2027-11-25,Data quality certification,high,Treasury & Capital Markets,family-5-execution-operations/F13_initiatives-portfolio.csv,69,tenant_file
FIRSTCAPITAL-INIT-0069,Loan servicing virtual agent / expansion 27,Operations,Chief Operating Officer,pilot,8700100,17000000,2027-02-12,Customer 360 lakehouse,high,Operations,family-5-execution-operations/F13_initiatives-portfolio.csv,70,tenant_file
FIRSTCAPITAL-INIT-0070,ESG & climate risk data automation / expansion 28,Risk,Chief Risk Officer,pilot,19000233,31000000,2027-03-01,Data quality certification,high,Risk,family-5-execution-operations/F13_initiatives-portfolio.csv,71,tenant_file
FIRSTCAPITAL-INIT-0071,Enterprise search over policy & procedures / expansion 29,Compliance,Chief Compliance Officer,pilot,9820930,30000000,2027-06-06,Semantic layer,high,Compliance,family-5-execution-operations/F13_initiatives-portfolio.csv,72,tenant_file
FIRSTCAPITAL-INIT-0072,Deposit pricing optimization / expansion 30,Consumer Banking,Head of Consumer Banking,scale,10935864,22000000,2027-11-05,Data quality certification,medium,Consumer Banking,family-5-execution-operations/F13_initiatives-portfolio.csv,73,tenant_file
FIRSTCAPITAL-INIT-0073,Synthetic data for model development / expansion 31,"Data, Analytics & AI",Chief Data & Analytics Officer,scale,15609265,36000000,2027-01-27,Data quality certification,medium,"Data, Analytics & AI",family-5-execution-operations/F13_initiatives-portfolio.csv,74,tenant_file
FIRSTCAPITAL-INIT-0074,Wire fraud interdiction / expansion 32,Financial Crimes,Chief Risk Officer,scale,24728288,43000000,2027-12-19,Real-time feature store,medium,Financial Crimes,family-5-execution-operations/F13_initiatives-portfolio.csv,75,tenant_file
FIRSTCAPITAL-INIT-0075,Mortgage underwriting decision support / expansion 33,Consumer Banking,Head of Consumer Banking,scale,19436155,43000000,2027-11-05,Model risk validation,medium,Consumer Banking,family-5-execution-operations/F13_initiatives-portfolio.csv,76,tenant_file
FIRSTCAPITAL-INIT-0076,Vendor contract intelligence / expansion 34,Finance,Chief Financial Officer,scale,13613391,22000000,2027-01-22,Semantic layer,medium,Finance,family-5-execution-operations/F13_initiatives-portfolio.csv,77,tenant_file
FIRSTCAPITAL-INIT-0077,Branch staffing & demand forecasting / expansion 35,Consumer Banking,Head of Consumer Banking,scale,13655014,28000000,2027-03-01,Semantic layer,medium,Consumer Banking,family-5-execution-operations/F13_initiatives-portfolio.csv,78,tenant_file
FIRSTCAPITAL-INIT-0078,IT incident root-cause copilot / expansion 36,Technology,Chief Information Officer,production,13441434,31000000,2027-03-15,Real-time feature store,medium,Technology,family-5-execution-operations/F13_initiatives-portfolio.csv,79,tenant_file
FIRSTCAPITAL-INIT-0079,Regulatory change interpretation assist / expansion 37,Compliance,Chief Compliance Officer,production,23067294,36000000,2027-05-01,Real-time feature store,high,Compliance,family-5-execution-operations/F13_initiatives-portfolio.csv,80,tenant_file
FIRSTCAPITAL-INIT-0080,Small business cash-flow insights / expansion 38,Commercial Banking,Head of Commercial Banking,production,7152678,19000000,2027-04-28,Semantic layer,medium,Commercial Banking,family-5-execution-operations/F13_initiatives-portfolio.csv,81,tenant_file
FIRSTCAPITAL-INIT-0081,Anti-money-laundering network analytics / expansion 39,Financial Crimes,BSA/AML Officer,production,2583913,8000000,2027-05-28,Semantic layer,medium,Financial Crimes,family-5-execution-operations/F13_initiatives-portfolio.csv,82,tenant_file
FIRSTCAPITAL-INIT-0082,Customer churn early-warning model / expansion 40,Consumer Banking,Head of Consumer Banking,retired,26881056,48000000,2027-02-28,Data quality certification,high,Consumer Banking,family-5-execution-operations/F13_initiatives-portfolio.csv,83,tenant_file
FIRSTCAPITAL-INIT-0083,Capital markets research summarization / expansion 41,Treasury & Capital Markets,Treasurer,retired,10812368,16000000,2027-12-18,Model risk validation,high,Treasury & Capital Markets,family-5-execution-operations/F13_initiatives-portfolio.csv,84,tenant_file
FIRSTCAPITAL-INIT-0084,Privacy & data-access governance automation / expansion 42,"Cyber, Privacy & Resilience",Chief Information Security Officer,retired,14003894,40000000,2027-04-15,Real-time feature store,medium,"Cyber, Privacy & Resilience",family-5-execution-operations/F13_initiatives-portfolio.csv,85,tenant_file
FIRSTCAPITAL-INIT-0085,Real-time scam & APP fraud detection / expansion 43,Financial Crimes,Chief Risk Officer,ideate,27768800,47000000,2027-10-21,Data quality certification,high,Financial Crimes,family-5-execution-operations/F13_initiatives-portfolio.csv,86,tenant_file
FIRSTCAPITAL-INIT-0086,AML alert triage & false-positive reduction / expansion 44,Financial Crimes,BSA/AML Officer,ideate,4642560,12000000,2027-12-03,Customer 360 lakehouse,medium,Financial Crimes,family-5-execution-operations/F13_initiatives-portfolio.csv,87,tenant_file
FIRSTCAPITAL-INIT-0087,SAR narrative drafting copilot / expansion 45,Financial Crimes,BSA/AML Officer,ideate,13772614,38000000,2027-05-02,Model risk validation,medium,Financial Crimes,family-5-execution-operations/F13_initiatives-portfolio.csv,88,tenant_file
FIRSTCAPITAL-INIT-0088,Contact center next-best-action assist / expansion 46,Customer Care,Head of Customer Experience,ideate,18376557,41000000,2027-04-09,Customer 360 lakehouse,high,Customer Care,family-5-execution-operations/F13_initiatives-portfolio.csv,89,tenant_file
FIRSTCAPITAL-INIT-0089,Commercial credit spreading automation / expansion 47,Commercial Banking,Head of Commercial Banking,ideate,8967447,27000000,2027-09-05,Real-time feature store,medium,Commercial Banking,family-5-execution-operations/F13_initiatives-portfolio.csv,90,tenant_file
FIRSTCAPITAL-INIT-0090,Customer 360 lakehouse foundation / expansion 48,"Data, Analytics & AI",Chief Data & Analytics Officer,ideate,12569375,30000000,2027-09-20,Data quality certification,medium,"Data, Analytics & AI",family-5-execution-operations/F13_initiatives-portfolio.csv,91,tenant_file
